Candidate List of SVHC for authorisation
Note: Group entries are split in different rows.
Export date: 11-mrt-2026 17:20:40


"Substance Identifier"	""	
"Reden voor opname "	""	
"Datum van opname  (from)"	""	
"Datum van opname  (to)"	""	



"Naam van de stof "	"Description"	"EG-nr. "	"CAS-nr. "	"Reden voor opname "	"Datum van opname "	"Besluit "	"IUCLID-gegevensset "	"Ondersteunend document "	"Reactie op commentaren "	"Opmerkingen "	
"S-(tricyclo(5.2.1.0'2,6)deca-3-en-8(or 9)-yl O-(isopropyl or isobutyl or 2-ethylhexyl) O-(isopropyl or isobutyl or 2-ethylhexyl) phosphorodithioate"	"X4261"	"401-850-9"	"255881-94-8"	"PBT (Article 57d)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/a70cd813-f087-c8df-03ce-1359f8f7e516"	"https://echa.europa.eu/documents/10162/fab08a5e-d762-bc39-8999-fab001c36b7c"	"https://echa.europa.eu/documents/10162/4f98791d-869c-d7a4-5791-9380fa825a31"	"https://echa.europa.eu/documents/10162/22c2d1af-3748-206d-3031-02de14d58047"	""	
"6,6'-di-tert-butyl-2,2'-methylenedi-p-cresol"	""	"204-327-1"	"119-47-1"	"Toxic for reproduction (Article 57c)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/fe17e78e-729f-770e-5f4a-5da23bb2c361"	"https://echa.europa.eu/documents/10162/2409e362-247f-8ca4-c856-40231ac2dc88"	"https://echa.europa.eu/documents/10162/7f58d058-f965-6fe2-864c-4df6a605c8ce"	"https://echa.europa.eu/documents/10162/92936d26-abe2-f0cb-9bdd-f5be90304c5b"	""	
"(±)-1,7,7-trimethyl-3-[(4-methylphenyl)methylene]bicyclo[2.2.1]heptan-2-one covering any of the individual isomers and/or combinations thereof (4-MBC)"	""	"-"	"-"	"Endocrine disrupting properties (Article 57(f) - human health)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/b05be4ea-eff8-5c93-f021-9961a9abc10d"	"https://echa.europa.eu/documents/10162/94537711-ea88-61c3-4a4a-d134d900b81c"	"https://echa.europa.eu/documents/10162/41008a30-53db-84bd-6d4e-7f31d9aa78dc"	"https://echa.europa.eu/documents/10162/36e3ce7f-fa01-9134-239a-9dae6e783fd1"	""	
"(3E)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"1782069-81-1"	"Endocrine disrupting properties (Article 57(f) - human health)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/b05be4ea-eff8-5c93-f021-9961a9abc10d"	"https://echa.europa.eu/documents/10162/94537711-ea88-61c3-4a4a-d134d900b81c"	"https://echa.europa.eu/documents/10162/41008a30-53db-84bd-6d4e-7f31d9aa78dc"	"https://echa.europa.eu/documents/10162/36e3ce7f-fa01-9134-239a-9dae6e783fd1"	""	
"(1R,3E,4S)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"95342-41-9"	"Endocrine disrupting properties (Article 57(f) - human health)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/b05be4ea-eff8-5c93-f021-9961a9abc10d"	"https://echa.europa.eu/documents/10162/94537711-ea88-61c3-4a4a-d134d900b81c"	"https://echa.europa.eu/documents/10162/41008a30-53db-84bd-6d4e-7f31d9aa78dc"	"https://echa.europa.eu/documents/10162/36e3ce7f-fa01-9134-239a-9dae6e783fd1"	""	
"(1S,3Z,4R)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"852541-25-4"	"Endocrine disrupting properties (Article 57(f) - human health)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/b05be4ea-eff8-5c93-f021-9961a9abc10d"	"https://echa.europa.eu/documents/10162/94537711-ea88-61c3-4a4a-d134d900b81c"	"https://echa.europa.eu/documents/10162/41008a30-53db-84bd-6d4e-7f31d9aa78dc"	"https://echa.europa.eu/documents/10162/36e3ce7f-fa01-9134-239a-9dae6e783fd1"	""	
"(±)-1,7,7-trimethyl-3-[(4-methylphenyl)methylene]bicyclo[2.2.1]heptan-2-one"	""	"253-242-6"	"36861-47-9"	"Endocrine disrupting properties (Article 57(f) - human health)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/b05be4ea-eff8-5c93-f021-9961a9abc10d"	"https://echa.europa.eu/documents/10162/94537711-ea88-61c3-4a4a-d134d900b81c"	"https://echa.europa.eu/documents/10162/41008a30-53db-84bd-6d4e-7f31d9aa78dc"	"https://echa.europa.eu/documents/10162/36e3ce7f-fa01-9134-239a-9dae6e783fd1"	""	
"(1R,4S)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"741687-98-9"	"Endocrine disrupting properties (Article 57(f) - human health)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/b05be4ea-eff8-5c93-f021-9961a9abc10d"	"https://echa.europa.eu/documents/10162/94537711-ea88-61c3-4a4a-d134d900b81c"	"https://echa.europa.eu/documents/10162/41008a30-53db-84bd-6d4e-7f31d9aa78dc"	"https://echa.europa.eu/documents/10162/36e3ce7f-fa01-9134-239a-9dae6e783fd1"	""	
"(1S,3E,4R)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"852541-30-1"	"Endocrine disrupting properties (Article 57(f) - human health)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/b05be4ea-eff8-5c93-f021-9961a9abc10d"	"https://echa.europa.eu/documents/10162/94537711-ea88-61c3-4a4a-d134d900b81c"	"https://echa.europa.eu/documents/10162/41008a30-53db-84bd-6d4e-7f31d9aa78dc"	"https://echa.europa.eu/documents/10162/36e3ce7f-fa01-9134-239a-9dae6e783fd1"	""	
"(1R,3Z,4S)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"852541-21-0"	"Endocrine disrupting properties (Article 57(f) - human health)"	"17-jan-2022"	"https://echa.europa.eu/documents/10162/b05be4ea-eff8-5c93-f021-9961a9abc10d"	"https://echa.europa.eu/documents/10162/94537711-ea88-61c3-4a4a-d134d900b81c"	"https://echa.europa.eu/documents/10162/41008a30-53db-84bd-6d4e-7f31d9aa78dc"	"https://echa.europa.eu/documents/10162/36e3ce7f-fa01-9134-239a-9dae6e783fd1"	""	
"Phenol, alkylation products (mainly in para position) with C12-rich branched alkyl chains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)"	""	"-"	"-"	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/6c954d43-13d4-b12b-4c0a-bc6c1f35fc72"	"https://echa.europa.eu/documents/10162/6823656a-b163-5985-75c4-a768a67b9d3c"	"https://echa.europa.eu/documents/10162/6a83bb36-00c4-3b6a-74a4-76a1223aacd9"	"https://echa.europa.eu/documents/10162/7c788805-871e-9568-78a8-402f94541ae0"	""	
"Phenol, dodecyl-, branched"	""	"310-154-3"	"121158-58-5"	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/6c954d43-13d4-b12b-4c0a-bc6c1f35fc72"	"https://echa.europa.eu/documents/10162/6823656a-b163-5985-75c4-a768a67b9d3c"	"https://echa.europa.eu/documents/10162/6a83bb36-00c4-3b6a-74a4-76a1223aacd9"	"https://echa.europa.eu/documents/10162/7c788805-871e-9568-78a8-402f94541ae0"	""	
"Phenol, (tetrapropenyl) derivatives"	""	"-"	"74499-35-7"	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/6c954d43-13d4-b12b-4c0a-bc6c1f35fc72"	"https://echa.europa.eu/documents/10162/6823656a-b163-5985-75c4-a768a67b9d3c"	"https://echa.europa.eu/documents/10162/6a83bb36-00c4-3b6a-74a4-76a1223aacd9"	"https://echa.europa.eu/documents/10162/7c788805-871e-9568-78a8-402f94541ae0"	""	
"Phenol, tetrapropylene-"	""	"-"	"57427-55-1"	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/6c954d43-13d4-b12b-4c0a-bc6c1f35fc72"	"https://echa.europa.eu/documents/10162/6823656a-b163-5985-75c4-a768a67b9d3c"	"https://echa.europa.eu/documents/10162/6a83bb36-00c4-3b6a-74a4-76a1223aacd9"	"https://echa.europa.eu/documents/10162/7c788805-871e-9568-78a8-402f94541ae0"	""	
"Phenol, 4-dodecyl, branched"	""	"-"	"210555-94-5"	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/6c954d43-13d4-b12b-4c0a-bc6c1f35fc72"	"https://echa.europa.eu/documents/10162/6823656a-b163-5985-75c4-a768a67b9d3c"	"https://echa.europa.eu/documents/10162/6a83bb36-00c4-3b6a-74a4-76a1223aacd9"	"https://echa.europa.eu/documents/10162/7c788805-871e-9568-78a8-402f94541ae0"	""	
"4-isododecylphenol"	""	"-"	"27459-10-5"	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/6c954d43-13d4-b12b-4c0a-bc6c1f35fc72"	"https://echa.europa.eu/documents/10162/6823656a-b163-5985-75c4-a768a67b9d3c"	"https://echa.europa.eu/documents/10162/6a83bb36-00c4-3b6a-74a4-76a1223aacd9"	"https://echa.europa.eu/documents/10162/7c788805-871e-9568-78a8-402f94541ae0"	""	
"Phenol, 4-isododecyl-"	""	"-"	"27147-75-7"	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/6c954d43-13d4-b12b-4c0a-bc6c1f35fc72"	"https://echa.europa.eu/documents/10162/6823656a-b163-5985-75c4-a768a67b9d3c"	"https://echa.europa.eu/documents/10162/6a83bb36-00c4-3b6a-74a4-76a1223aacd9"	"https://echa.europa.eu/documents/10162/7c788805-871e-9568-78a8-402f94541ae0"	""	
"orthoboric acid, sodium salt"	""	"-"	"-"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/2ffc10a7-fe57-2c75-9af2-001cb5f5aa1e"	"https://echa.europa.eu/documents/10162/0b757d38-e10b-6692-2e56-b6d26b366dc8"	"https://echa.europa.eu/documents/10162/c4c5aa8d-8f61-51ef-d120-6f54b5d9a0c0"	"https://echa.europa.eu/documents/10162/4b353aba-79ac-3605-690c-e6f1ca320647"	""	
"boric acid (H3BO3), sodium salt, hydrate"	""	"-"	"25747-83-5"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/2ffc10a7-fe57-2c75-9af2-001cb5f5aa1e"	"https://echa.europa.eu/documents/10162/0b757d38-e10b-6692-2e56-b6d26b366dc8"	"https://echa.europa.eu/documents/10162/c4c5aa8d-8f61-51ef-d120-6f54b5d9a0c0"	"https://echa.europa.eu/documents/10162/4b353aba-79ac-3605-690c-e6f1ca320647"	""	
"Trisodium orthoborate"	""	"238-253-6"	"14312-40-4"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/2ffc10a7-fe57-2c75-9af2-001cb5f5aa1e"	"https://echa.europa.eu/documents/10162/0b757d38-e10b-6692-2e56-b6d26b366dc8"	"https://echa.europa.eu/documents/10162/c4c5aa8d-8f61-51ef-d120-6f54b5d9a0c0"	"https://echa.europa.eu/documents/10162/4b353aba-79ac-3605-690c-e6f1ca320647"	""	
"Boric acid, sodium salt"	""	"215-604-1"	"1333-73-9"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/2ffc10a7-fe57-2c75-9af2-001cb5f5aa1e"	"https://echa.europa.eu/documents/10162/0b757d38-e10b-6692-2e56-b6d26b366dc8"	"https://echa.europa.eu/documents/10162/c4c5aa8d-8f61-51ef-d120-6f54b5d9a0c0"	"https://echa.europa.eu/documents/10162/4b353aba-79ac-3605-690c-e6f1ca320647"	""	
"Boric acid (H3BO3), disodium salt"	""	"-"	"22454-04-2"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/2ffc10a7-fe57-2c75-9af2-001cb5f5aa1e"	"https://echa.europa.eu/documents/10162/0b757d38-e10b-6692-2e56-b6d26b366dc8"	"https://echa.europa.eu/documents/10162/c4c5aa8d-8f61-51ef-d120-6f54b5d9a0c0"	"https://echa.europa.eu/documents/10162/4b353aba-79ac-3605-690c-e6f1ca320647"	""	
"Orthoboric acid, sodium salt"	""	"237-560-2"	"13840-56-7"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/2ffc10a7-fe57-2c75-9af2-001cb5f5aa1e"	"https://echa.europa.eu/documents/10162/0b757d38-e10b-6692-2e56-b6d26b366dc8"	"https://echa.europa.eu/documents/10162/c4c5aa8d-8f61-51ef-d120-6f54b5d9a0c0"	"https://echa.europa.eu/documents/10162/4b353aba-79ac-3605-690c-e6f1ca320647"	""	
"boric acid (H3BO3), sodium salt (1:1)"	""	"-"	"14890-53-0"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/2ffc10a7-fe57-2c75-9af2-001cb5f5aa1e"	"https://echa.europa.eu/documents/10162/0b757d38-e10b-6692-2e56-b6d26b366dc8"	"https://echa.europa.eu/documents/10162/c4c5aa8d-8f61-51ef-d120-6f54b5d9a0c0"	"https://echa.europa.eu/documents/10162/4b353aba-79ac-3605-690c-e6f1ca320647"	""	
"Medium-chain chlorinated paraffins (MCCP)"	"UVCB substances consisting of more than or equal to 80% linear chloroalkanes with carbon chain lengths within the range from C14 to C17"	"-"	"-"	"PBT (Article 57d)""vPvB (Article 57e)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/af3efea2-1518-3bbe-0bf5-3867131c2f4c"	"https://echa.europa.eu/documents/10162/799da465-c1f4-00ea-e771-53d405fee8af"	"https://echa.europa.eu/documents/10162/98611952-49d5-b0be-d4b9-3df6579315c9"	"https://echa.europa.eu/documents/10162/2b9b5c86-8980-3ce8-5bda-77928392642c""https://echa.europa.eu/documents/10162/a47cba77-d86d-006e-80e5-bbd3a103a193""https://echa.europa.eu/documents/10162/5a99cbfc-fd8b-df56-af12-c39a5c6cc8ce"	""	
"di-, tri- and tetrachlorotetradecane"	""	"-"	"-"	"PBT (Article 57d)""vPvB (Article 57e)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/af3efea2-1518-3bbe-0bf5-3867131c2f4c"	"https://echa.europa.eu/documents/10162/799da465-c1f4-00ea-e771-53d405fee8af"	"https://echa.europa.eu/documents/10162/98611952-49d5-b0be-d4b9-3df6579315c9"	"https://echa.europa.eu/documents/10162/2b9b5c86-8980-3ce8-5bda-77928392642c""https://echa.europa.eu/documents/10162/a47cba77-d86d-006e-80e5-bbd3a103a193""https://echa.europa.eu/documents/10162/5a99cbfc-fd8b-df56-af12-c39a5c6cc8ce"	""	
"Alkanes, C14-17, chloro"	""	"287-477-0"	"85535-85-9"	"PBT (Article 57d)""vPvB (Article 57e)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/af3efea2-1518-3bbe-0bf5-3867131c2f4c"	"https://echa.europa.eu/documents/10162/799da465-c1f4-00ea-e771-53d405fee8af"	"https://echa.europa.eu/documents/10162/98611952-49d5-b0be-d4b9-3df6579315c9"	"https://echa.europa.eu/documents/10162/2b9b5c86-8980-3ce8-5bda-77928392642c""https://echa.europa.eu/documents/10162/a47cba77-d86d-006e-80e5-bbd3a103a193""https://echa.europa.eu/documents/10162/5a99cbfc-fd8b-df56-af12-c39a5c6cc8ce"	""	
"Tetradecane, chloro derivs."	""	"-"	"198840-65-2"	"PBT (Article 57d)""vPvB (Article 57e)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/af3efea2-1518-3bbe-0bf5-3867131c2f4c"	"https://echa.europa.eu/documents/10162/799da465-c1f4-00ea-e771-53d405fee8af"	"https://echa.europa.eu/documents/10162/98611952-49d5-b0be-d4b9-3df6579315c9"	"https://echa.europa.eu/documents/10162/2b9b5c86-8980-3ce8-5bda-77928392642c""https://echa.europa.eu/documents/10162/a47cba77-d86d-006e-80e5-bbd3a103a193""https://echa.europa.eu/documents/10162/5a99cbfc-fd8b-df56-af12-c39a5c6cc8ce"	""	
"Alkanes, C14-16, chloro"	""	"-"	"1372804-76-6"	"PBT (Article 57d)""vPvB (Article 57e)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/af3efea2-1518-3bbe-0bf5-3867131c2f4c"	"https://echa.europa.eu/documents/10162/799da465-c1f4-00ea-e771-53d405fee8af"	"https://echa.europa.eu/documents/10162/98611952-49d5-b0be-d4b9-3df6579315c9"	"https://echa.europa.eu/documents/10162/2b9b5c86-8980-3ce8-5bda-77928392642c""https://echa.europa.eu/documents/10162/a47cba77-d86d-006e-80e5-bbd3a103a193""https://echa.europa.eu/documents/10162/5a99cbfc-fd8b-df56-af12-c39a5c6cc8ce"	""	
"glutaral"	""	"203-856-5"	"111-30-8"	"Respiratory sensitising properties (Article 57(f) - human health)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/f8bab22e-f605-bbed-66eb-1332835436f9"	"https://echa.europa.eu/documents/10162/b5ed1907-5313-68e0-c7a7-751d9de47330"	"https://echa.europa.eu/documents/10162/c02d3fc8-772e-14d0-1eda-2db650aa0b8f"	"https://echa.europa.eu/documents/10162/6e8721b5-cda7-662b-17e5-2f395fe0d521"	""	
"4,4'-(1-methylpropylidene)bisphenol"	""	"201-025-1"	"77-40-7"	"Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/ab77aafb-7b98-5cbb-3416-fc28e393a48e"	"https://echa.europa.eu/documents/10162/6755b6f5-11e8-ba1f-8168-6325fad64bce"	"https://echa.europa.eu/documents/10162/dd9e01dd-8aac-8ecd-4c39-4da6c92c2ec8"	"https://echa.europa.eu/documents/10162/141706c5-95f0-5197-6ab0-3287bc0e7f46"	""	
"2-(4-tert-butylbenzyl)propionaldehyde and its individual stereoisomers"	""	"-"	"-"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/142cc638-9c2b-b2d2-09da-b38806ba7565"	"https://echa.europa.eu/documents/10162/17f27f86-efe0-c723-32b5-ff774ae31a16"	"https://echa.europa.eu/documents/10162/fc185a73-227f-328a-c6c2-e77f848f53c6"	"https://echa.europa.eu/documents/10162/276ad049-1ceb-e417-b4a7-2c72322e0ce5"	""	
"(2R)-3-(4-tert-butylphenyl)-2-methylpropanal"	""	"-"	"75166-31-3"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/142cc638-9c2b-b2d2-09da-b38806ba7565"	"https://echa.europa.eu/documents/10162/17f27f86-efe0-c723-32b5-ff774ae31a16"	"https://echa.europa.eu/documents/10162/fc185a73-227f-328a-c6c2-e77f848f53c6"	"https://echa.europa.eu/documents/10162/276ad049-1ceb-e417-b4a7-2c72322e0ce5"	""	
"2-(4-tert-butylbenzyl)propionaldehyde"	""	"201-289-8"	"80-54-6"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/142cc638-9c2b-b2d2-09da-b38806ba7565"	"https://echa.europa.eu/documents/10162/17f27f86-efe0-c723-32b5-ff774ae31a16"	"https://echa.europa.eu/documents/10162/fc185a73-227f-328a-c6c2-e77f848f53c6"	"https://echa.europa.eu/documents/10162/276ad049-1ceb-e417-b4a7-2c72322e0ce5"	""	
"(2S)-3-(4-tert-butylphenyl)-2-methylpropanal"	""	"-"	"75166-30-2"	"Toxic for reproduction (Article 57c)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/142cc638-9c2b-b2d2-09da-b38806ba7565"	"https://echa.europa.eu/documents/10162/17f27f86-efe0-c723-32b5-ff774ae31a16"	"https://echa.europa.eu/documents/10162/fc185a73-227f-328a-c6c2-e77f848f53c6"	"https://echa.europa.eu/documents/10162/276ad049-1ceb-e417-b4a7-2c72322e0ce5"	""	
"2,2-bis(bromomethyl)propane-1,3-diol (BMP); 2,2-dimethylpropan-1-ol, tribromo derivative/3-bromo-2,2-bis(bromomethyl)-1-propanol (TBNPA); 2,3-dibromo-1-propanol (2,3-DBPA)"	""	"-"	"-"	"Carcinogenic (Article 57a)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/27d5b22f-c74a-00c5-e988-d0d4db720822"	"https://echa.europa.eu/documents/10162/12706f21-c551-9d0e-7b28-0c07bfcd89be"	"https://echa.europa.eu/documents/10162/22d07e1a-0a10-7050-3dd7-c28264224db0"	"https://echa.europa.eu/documents/10162/97e7c76f-99ad-ae48-dda3-fe76c5098e3f"	""	
"3-bromo-2,2-bis(bromomethyl)-1-propanol (TBNPA)"	""	"-"	"1522-92-5"	"Carcinogenic (Article 57a)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/27d5b22f-c74a-00c5-e988-d0d4db720822"	"https://echa.europa.eu/documents/10162/12706f21-c551-9d0e-7b28-0c07bfcd89be"	"https://echa.europa.eu/documents/10162/22d07e1a-0a10-7050-3dd7-c28264224db0"	"https://echa.europa.eu/documents/10162/97e7c76f-99ad-ae48-dda3-fe76c5098e3f"	""	
"2,2-dimethylpropan-1-ol, tribromo derivative (TBNPA)"	""	"253-057-0"	"36483-57-5"	"Carcinogenic (Article 57a)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/27d5b22f-c74a-00c5-e988-d0d4db720822"	"https://echa.europa.eu/documents/10162/12706f21-c551-9d0e-7b28-0c07bfcd89be"	"https://echa.europa.eu/documents/10162/22d07e1a-0a10-7050-3dd7-c28264224db0"	"https://echa.europa.eu/documents/10162/97e7c76f-99ad-ae48-dda3-fe76c5098e3f"	""	
"2,3-dibromo-1-propanol (2,3-DBPA)"	""	"202-480-9"	"96-13-9"	"Carcinogenic (Article 57a)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/27d5b22f-c74a-00c5-e988-d0d4db720822"	"https://echa.europa.eu/documents/10162/12706f21-c551-9d0e-7b28-0c07bfcd89be"	"https://echa.europa.eu/documents/10162/22d07e1a-0a10-7050-3dd7-c28264224db0"	"https://echa.europa.eu/documents/10162/97e7c76f-99ad-ae48-dda3-fe76c5098e3f"	""	
"2,2-bis(bromomethyl)propane-1,3-diol (BMP)"	""	"221-967-7"	"3296-90-0"	"Carcinogenic (Article 57a)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/27d5b22f-c74a-00c5-e988-d0d4db720822"	"https://echa.europa.eu/documents/10162/12706f21-c551-9d0e-7b28-0c07bfcd89be"	"https://echa.europa.eu/documents/10162/22d07e1a-0a10-7050-3dd7-c28264224db0"	"https://echa.europa.eu/documents/10162/97e7c76f-99ad-ae48-dda3-fe76c5098e3f"	""	
"1,4-dioxane"	""	"204-661-8"	"123-91-1"	"Carcinogenic (Article 57a)""Equivalent level of concern having probable serious effects to human health (Article 57(f) - human health)""Equivalent level of concern having probable serious effects to the environment (Article 57(f) - environment)"	"08-jul-2021"	"https://echa.europa.eu/documents/10162/17ab47c9-f60e-ecbc-da78-474468076133"	"https://echa.europa.eu/documents/10162/031ccf23-e060-c12b-5978-757b21f51ef5"	"https://echa.europa.eu/documents/10162/ce76bdd9-006a-19fc-05eb-4bb60daa0256"	"https://echa.europa.eu/documents/10162/9b5464f1-ef30-7e57-5184-10291c44328e"	""	
"Dioctyltin dilaurate, stannane, dioctyl-, bis(coco acyloxy) derivs., and any other stannane, dioctyl-, bis(fatty acyloxy) derivs. wherein C12 is the predominant carbon number of the fatty acyloxy moiety"	""	"-"	"-"	"Toxic for reproduction (Article 57c)"	"19-jan-2021"	"https://echa.europa.eu/documents/10162/7fc5894b-3785-4c7f-bba8-5a172ad287a7"	"https://echa.europa.eu/documents/10162/3daf4bfd-78b4-7e5a-717f-f8169e350d65"	"https://echa.europa.eu/documents/10162/879129fe-2615-0c9f-e91b-00b900d26c17"	"https://echa.europa.eu/documents/10162/77d1fdea-6e60-9311-7e9e-301686ef38c6"	""	
"dioctyltin dilaurate; stannane, dioctyl-, bis(coco acyloxy) derivs."	""	"-"	"-"	"Toxic for reproduction (Article 57c)"	"19-jan-2021"	"https://echa.europa.eu/documents/10162/7fc5894b-3785-4c7f-bba8-5a172ad287a7"	"https://echa.europa.eu/documents/10162/3daf4bfd-78b4-7e5a-717f-f8169e350d65"	"https://echa.europa.eu/documents/10162/879129fe-2615-0c9f-e91b-00b900d26c17"	"https://echa.europa.eu/documents/10162/77d1fdea-6e60-9311-7e9e-301686ef38c6"	""	
"Dioctyltin dilaurate"	""	"222-883-3"	"3648-18-8"	"Toxic for reproduction (Article 57c)"	"19-jan-2021"	"https://echa.europa.eu/documents/10162/7fc5894b-3785-4c7f-bba8-5a172ad287a7"	"https://echa.europa.eu/documents/10162/3daf4bfd-78b4-7e5a-717f-f8169e350d65"	"https://echa.europa.eu/documents/10162/879129fe-2615-0c9f-e91b-00b900d26c17"	"https://echa.europa.eu/documents/10162/77d1fdea-6e60-9311-7e9e-301686ef38c6"	""	
