substance_name,entity_type,matchable,is_group,equivalent_node,equivalent_level,relationship_type,confidence,emb_match,emb_score,emb_agrees
Certain non-polymeric aromatic brominated flame retardants,Unclassified,TRUE,TRUE,Organobromides,class,subset,medium,NA,NA,FALSE
"Condensation products of Dihydrofuran-2,5-dione, mono-alkenyl derivs. with polyethylene amine and acetic anhydride",Unclassified,TRUE,TRUE,Carboxylic acid derivatives,subclass,subset,low,NA,NA,FALSE
"By-product, produced by polymerisation of of 8,9,10-trinorborn-2-ene and Ethen",Unclassified,TRUE,TRUE,Organic Polymers,superclass,subset,medium,NA,NA,FALSE
"Slimes and Sludges, zinc sulfate electrolytic",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
ORANGE IRGAPHOR 502A,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"6-N-Phthalimidomethyl-6,11-dihydro-5H-dibenz[b,e]azepine",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Alkanes, C14-17, chloro (MCCP, Medium chained chlorinated paraffins)",CAS without structure,TRUE,TRUE,Organochlorides,class,subset,high,NA,NA,FALSE
(3R)-4-(2-chloro-6-(1-((R)-methylsulfinyl)cyclopropyl)pyrimidin-4-yl)-3-methylmorpholine,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"aluminium calcium hydroxide phosphite, hydrate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Violet HO-1063-0115R (notification presscake),Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Sodium perborate, perboric acid, sodium salt",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Phlebiopsis gigantea strain VRA 1835,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Hexamethylene diisocyanate, oligomers, reaction products with Bis-(Trimethoxysilylpropyl)amine",Unclassified,TRUE,TRUE,Polycarbamates,class,subset,low,NA,NA,FALSE
Overbased reaction products of distilled tall oil and magnesium hydroxide’,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
SLM 50524,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained as solvents which have been subjected to hydrotreatment in order to convert aromatics to naphthenes by ca|Hydrocarbons, C<sub>9-12</sub>, hydrotreated, dearomatized",Mixture,TRUE,TRUE,Saturated hydrocarbons,class,subset,medium,NA,NA,FALSE
"ester-like condensation products between rosin, maleic acid and citric acid with polyalcohols containing three to six C atoms in the molecule",Unclassified,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
Dipraseodymium dizirconium heptaoxide,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Trichoderma afroharzianum Th2RI99,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
DOW CORNING (R) MATERIAL # 04020021,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Humus,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Plastic, waste, pyrolized, fractionation bottoms",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Acetic acid, oxo-, sodium salt, reaction products with ethylenediamine and hydroxybenzenesulfonic acid monosodium salt, iron sodium salts",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Alcohols, C8-10-iso-, C9-rich",CAS without structure,TRUE,TRUE,Fatty alcohols,subclass,subset,medium,NA,NA,FALSE
salts and esters of MCPB,Unclassified,TRUE,TRUE,Carboxylic acids and derivatives,class,subset,medium,NA,NA,FALSE
Tetraalkyldi(alkan-2-yl)biphenyldiol,Unclassified,TRUE,TRUE,Biphenyls and derivatives,subclass,subset,medium,NA,NA,FALSE
HYPERFORM HPN-68,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
sodium 2-benzoyloxy-1-hydroxyethane-sulfonate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Chloral-semi-acetal,Unclassified,TRUE,TRUE,Hemiacetals,direct_parent,subset,medium,NA,NA,FALSE
"Polyurea, produced by reacting diphenylmethane diisocyanate with octyl amine and stearyl amine",CAS without structure,TRUE,TRUE,Polyureas,class,subset,high,NA,NA,FALSE
oligomeric Reaction products from Hydrogenation and Hydrolysation of Starch,CAS without structure,TRUE,TRUE,Carbohydrates and carbohydrate conjugates,subclass,subset,medium,NA,NA,FALSE
QXZE,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Gasoline, pyrolysis, hydrogenated|Low boiling point naphtha-unspecified|[A distillation fraction from the hydrogenation of pyrolysis gasoline boiling in the range of approximately 20°C to 200°C (68°F to 392°F).]",Mixture,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Chromate(2-), [5-(diethylamino)-2-[(2-hydroxy-4-nitrophenyl)azo]phenolato(2-)][5-hydroxy-6-[(2-hydroxy-4-nitrophenyl)azo]-1-naphthalenesulfonato(3-)]-, sodium",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
2(or 3)-methylbutyl acetate,CAS without structure,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
ETANAL,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Boron silicate,CAS without structure,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
Hydroformylation products of decene and synthesis gas,Unclassified,TRUE,TRUE,Fatty alcohols,subclass,subset,low,NA,NA,FALSE
"Arsenous acid, tricopper(1+) salt",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Glycerides, C16-18 and C18-unsatd. mono-, di- and tri-, citrates, potassium salts",CAS without structure,TRUE,TRUE,Triacylglycerols,subclass,broader,low,NA,NA,FALSE
"1-Propanaminium, 3-amino-N-(carboxymethyl)-N,N-dimethyl-, N-(C16-18(even numbered) and C18 unsaturated acyl) derivs., hydroxides, inner salts",Unclassified,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
"Fatty acids, C18-unsatd., dimers, hydrogenated, dimethyl esters",CAS without structure,TRUE,TRUE,Fatty acid methyl esters,subclass,subset,medium,NA,NA,FALSE
"Manganate(1-), glycinato-N,O)[sulfato(2-)-O]-, hydrogen",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Esterification product of sunflower-oil fatty acids, with 1,4:3,6-dianhydro-D-glucitol",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,medium,NA,NA,FALSE
"Glycerides, C12-18 mono-, di- and tri-",CAS without structure,TRUE,TRUE,Glycerolipids,class,subset,high,NA,NA,FALSE
BENZYLTYRAMINE HYDROCHLORIDE,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Branched and linear octadecanoic acid, esters with glycerol oligomers",Unclassified,TRUE,TRUE,Triacylglycerols,subclass,subset,medium,NA,NA,FALSE
"Acid Catalysed Reaction Products of 3,7-dimethyl-2,6-octadienal in the presence of ethanol",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Triammonium 4-[2,7-dihydro-3-methyl-2,7-dioxo-1-(3-sulfonatobenzoyl)-3H-naphtho[1,2,3-de]quinoline-6-ylamino]benzene-1,3-disulfonate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
[2-(2-methoxymethylethoxy)methylethoxy]propanol,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
REACTIVE RED FC 49791,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Humic acids, sodium salts",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Arsenenous acid, lithium salt",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Polysulfides, di-tert-nonyl",CAS without structure,TRUE,TRUE,Organic trisulfides,class,subset,low,NA,NA,FALSE
"Fatty acids, coco, esters with 3,3'-oxybis[1,2-propanediol]",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,medium,NA,NA,FALSE
"1,4-butanediol, trimethylolpropane, 2,3-butylene glycol, hydroquinone dihydroxydiethylether and their condensation derivatives with propylene oxide",Unclassified,TRUE,TRUE,Alcohols and polyols,subclass,subset,low,NA,NA,FALSE
"8-(poly-alkoxyphenyl)-1,3,5,7-tetraalkyl-2,4,6-trioxa-8-phospha-adamantane",Unclassified,TRUE,TRUE,Organophosphorus compounds,superclass,subset,medium,NA,NA,FALSE
"Reaction products of diazotised 3-amino-2-hydroxy-5-nitrobenzenesulphonic acid coupled with 2-Naphthalenesulfonic acid, 4-hydroxy-6-[(sulfomethyl)amino]-, monosodium salt, chelated with chromium (3+), sodium salts",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"boron compounds, with the exception of those specified elsewhere in this Annex",Unclassified,TRUE,TRUE,Boronic acid derivatives,class,broader,medium,NA,NA,FALSE
"Fatty acids, C18-unsatd., dimers, reaction products with fatty acids, C14-18 and C16-18-unsatd. and propylidynetrimethanol",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,subset,low,NA,NA,FALSE
"Quaternary ammonium compounds, tri-C8-10-alkylmethyl, chlorides",CAS without structure,TRUE,TRUE,Quaternary ammonium salts,subclass,subset,high,NA,NA,FALSE
Tall oil,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
polyethylene oxide(4-14)ether of octyl- and/or nonylphenol,Unclassified,TRUE,TRUE,Polyethylene glycols,direct_parent,subset,low,NA,NA,FALSE
Bottom residues resulting from the synthesis of propene by propane dehydrogenation,Unclassified,TRUE,TRUE,Hydrocarbons,superclass,subset,medium,NA,NA,FALSE
"Reaction products of furan-2,5-dione and octadec-1-ene",Unclassified,TRUE,TRUE,Carboxylic acids and derivatives,class,subset,medium,NA,NA,FALSE
"D-Glucose, reaction products with alcohols C16-18 (even numbered) (excess)",Unclassified,TRUE,TRUE,Fatty acyl glycosides of mono- and disaccharides,direct_parent,subset,medium,NA,NA,FALSE
1-[4-(trans-4-propylcyclohexyl)-1-cyclohexen-1-yl]-4-trifluoromethoxybenzene,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
(2R)-2-aminobutan-1-ol L-tartrate monohydrate,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Pyridinium, 3-carboxyl-1-(phenylmethyl)-, sulfate, sodium (2:1:2)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Phosphoric acid, C11-14 (C13-rich)-isoalkyl mono- and di-esters, partially salted with 1-Propanamine, 3-(tridecyloxy)-, branched",Unclassified,TRUE,TRUE,Organic phosphoric acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"Alkane-alpha,omega-diyl bis{[(trimethoxysilyl)propyl]carbamate}_M2",Unclassified,TRUE,TRUE,Carbamate esters,direct_parent,subset,medium,NA,NA,FALSE
"Nickel, acetylacetone 6-methyl-2,4-heptanedione complexes",CAS without structure,TRUE,TRUE,Transition metal salts,class,subset,low,NA,NA,FALSE
Adoxophyes orana GV strain BV-0001,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Phosphato, nitrito, sulfato, amino, aquo platinate (II) complex",Unclassified,TRUE,TRUE,Transition metal salts,class,subset,medium,NA,NA,FALSE
"estr-4-ene-3,11,17-trione cyclic 3-(1,2-ethanediylmercaptole)",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, C18-(unsaturated) dimers and their monoesters and diesters with 2-ethylhexanol",Unclassified,TRUE,TRUE,Fatty acids and conjugates,subclass,broader,medium,NA,NA,FALSE
"Benzoic acid, cadmium salt, basic",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
Bacillus amyloliquefaciens IT-45,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Substituted anthraquinone compound,Substance group,TRUE,TRUE,Anthraquinones,subclass,subset,high,NA,NA,FALSE
ACA 250 POLYMER SOLID,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"No IUPAC name is currently defined for Cashew (Anacardium occidentale) Nutshell Extract, Decarboxylated (Technical Grade).",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, C8-10, triesters with trimethylolpropane",CAS without structure,TRUE,TRUE,Triacylglycerols,subclass,subset,medium,NA,NA,FALSE
"Mixture of hexa(sodium,lithium) 4-{[1,7-disulfonato-5-hydroxy-6-({4-[(6-methoxy-5-sulfonatobenzoheteromonocycle-2-yl)diazenyl]-5-alkyl-2-(3-sulfonatopropoxy)phenyl}diazenyl)naphthalen-2-yl]diazenyl}-5-hydroxy-1-(4-sulfonatophenyl)heteromonocycle-3-carboxylate and hexa(sodium,lithium) 4-{[1,7-disulfonato-5-hydroxy-6-({4-[(6-methoxy-7-sulfonatobenzoheteromonocycle-2-yl)diazenyl]-5-alkyl-2-(3-sulfonatopropoxy)phenyl}diazenyl)naphthalen-2-yl]diazenyl}-5-hydroxy-1-(4-sulfonatophenyl)heteromonocycle-3-carboxylate",Mixture,TRUE,TRUE,Azobenzenes,class,subset,low,NA,NA,FALSE
"Reaction products of diazotised 4-amino-3-hydroxy-7-nitronaphthalene-1-sulfonic acid coupled with 2-naphthol and 2-amino-4 (or 5)-nitrophenol, chelated with chromium (3+), sodium salts",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Soybean oil, maleated, ester with triethanolamine",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of ethane-1,2-diol and 2-ethyloxirane",CAS without structure,TRUE,TRUE,Alcohols and polyols,subclass,subset,medium,NA,NA,FALSE
xylan (rosin wood),CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Soaps, stocks, vegetable-oil, acidulated",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,subset,medium,NA,NA,FALSE
"3,5-Heptanedione-1-(4-hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl) and 3,5-Heptanedione-1,7-bis(4-hydroxyphenyl) and 3,5-Heptanedione-1,7-bis(4-hydroxy-3-methoxyphenyl)",Unclassified,TRUE,TRUE,Diarylheptanoids,class,subset,high,NA,NA,FALSE
Tetraammineplatinum (II) diacetate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
EPOCROS(TM) K,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
salts of atropine,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Bacillus amyloliquefaciens subsp. plantarum D747,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
LEPTOSPERMUM SCOPARIUM OIL,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4,4a,4b,5,6,6a,7a,8,8a,8b,8c,9-dodecahydro-3H-spiro[cyclopropa[4,5]cyclopenta[1,2-a]phenanthrene-7,2'oxirane]",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
ADHESION PROMOTER PK-2247,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Hydrocarbons, C12-30, olefin-rich, ethylene polymn. by-product",CAS without structure,TRUE,TRUE,Unsaturated hydrocarbons,class,subset,medium,NA,NA,FALSE
monopotassium [(E)-3-oxido-4-((1-oxido-8-sulfonatonaphthalen-2-yl)diazenyl)naphthalene-1-sulfonate (4-)]chromate(1-)],Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
H109357,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Tetrasodium 8-(4-chloro-6-(4-(2-(sulfonatooxy)ethylsulfonyl)anilino)-1,3,5-triazin-2-ylamino)-1-hydroxy-2-(2-sulfonatophenylazo)naphthalene-2,7-disulfonate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Phenol, 2-(2H-benzotriazol-2-yl)-6-dodecyl-4-methyl-, branched and linear",CAS without structure,TRUE,TRUE,Benzotriazoles,class,subset,medium,NA,NA,FALSE
"Tar bases, coal, lutidine fraction",CAS without structure,TRUE,TRUE,Methylpyridines,subclass,subset,medium,NA,NA,FALSE
"Reaction products of 1,3,5-triazine-2,4,6-triamine and magnesium hydrogen phosphate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
AST-1 HCL.H2O,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"addition products of trivinylcyclohexane and alpha, omega-dihydrogen-polyhydrogenmethyldimethylsiloxanes",Unclassified,TRUE,TRUE,Organosilicon compounds,subclass,subset,medium,NA,NA,FALSE
"Tetrasodium 2,4-diamino-3-[[2-sulfo-4-[[4-sulfophenyl]azo]phenyl]azo]-5-[[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo]-benzenesulfonate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Amorphous bismuth tungsten lead tellurite,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
K-445,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Mixture of Limonene, alpha-Terpinen, gamma-Terpinen, p-Cymene, 1,4-Cineol, 1,8-Cineol and Terpinolene",Mixture,TRUE,TRUE,Monoterpenoids,subclass,subset,high,NA,NA,FALSE
regenerated elastomers,Unclassified,TRUE,TRUE,Organic Polymers,superclass,subset,low,NA,NA,FALSE
cellulose acetate,CAS without structure,TRUE,TRUE,Polysaccharides,class,subset,medium,NA,NA,FALSE
"Silicic acid (H4SiO4), tetraethyl ester, reaction products with bis(acetyloxy)dioctylstannane",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"poly(oxy-1,2-ethanediyl), α-methyl-ω-hydroxy-",CAS without structure,TRUE,TRUE,Polyethylene glycols,direct_parent,subset,high,NA,NA,FALSE
"Fatty acids, C6-24 and C6-24-unsatd., Me esters, distn. residues",CAS without structure,TRUE,TRUE,Fatty acid methyl esters,subclass,subset,medium,NA,NA,FALSE
CS-8593,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
5-chloro-2-(methoxycarbonyl)anilinium chloride,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
GOLDEN YELLOW SCJ 1006,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Cadmium iodide (CdI),CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
3G3 RESIN,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Essential oil of Spearmint obtained from the aerial part of Mentha spicata and/or Mentha cardiaca (Lamiaceae) obtained by distillation,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Acetic acid, 2-(acetyloxy)-, 1,1-dimethyl-2-[4-(methylsulfonyl)phenyl]-2-oxoethyl ester",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Beauveria bassiana strain 203,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"trans-(1R,2S)-2-(3,4-difluorophenyl-cyclopropanaminium (2R)-2-hydroxy-2-phenylethanoate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of diazotized 2-amino-4-(methylsulfonyl)-phenol with 2-(3-Chlorophenyl)-2,4-dihydro-5-methyl-3H-pyrazol-3-one and Methyl-7-hydroxy-1-naphthylcarbamate – and chromium (III) 2:1, salted by ammonium, sodium and acid",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
REVERSACOL RUBY,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"1,2-benzenedicarboxylic acid, di-C9-11-branched and linear alkyl esters",CAS without structure,TRUE,TRUE,Phthalate esters,subclass,subset,high,NA,NA,FALSE
"2-Propanone, reaction products with diphenylamine",CAS without structure,TRUE,TRUE,Diphenylmethanes,subclass,subset,low,NA,NA,FALSE
Polysodium 4-amino-5-hydroxy-3-[{8-hydroxypolysulfonato-7-[{sulfonato-4-[(sulfonatophenyl)diazenyl]phenyl}diazenyl]-2-naphthyl}diazenyl]-6-[(4-nitro-sulfonatophenyl)diazenyl]naphthalenepolysulfonate,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"bis((7-isopropyl-1,4a-dimethyl-1,2,3,4.4a.5.6.7.8.9.10.10a-dodecahydrophenanthrene-1-carbonyl)oxy)zinc",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Naphthenic acids, bismuth salts",CAS without structure,TRUE,TRUE,Post-transition metal salts,class,subset,medium,NA,NA,FALSE
"Tetrasodium N,N'-(6,13-dichloro-4,11-bis(2-(sulfonatooxy)ethylsulfonyl)-5,12-dioxa-7,14-diazapentacene-3,10-diylbis(iminoethylene))disuccinamate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzoic acid, C9-11, C10-rich, branched alkyl esters",CAS without structure,TRUE,TRUE,Benzoic acid esters,subclass,subset,high,NA,NA,FALSE
"Fatty acids, C18-unsatd., dimers, oligomeric reaction products with triethylenetetramine",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,broader,medium,NA,NA,FALSE
Honeyol,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Succinic acid derivative, sodium salt",Unclassified,TRUE,TRUE,Carboxylic acid salts,direct_parent,subset,medium,NA,NA,FALSE
"Boric acid (H3BO3), lead(2+) salt (2:3)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Alcohols, C16-18, ethoxylated, phosphates",CAS without structure,TRUE,TRUE,Organic phosphoric acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"2,2,4,4-tetramethyl-20-(2,3-epoxy­ propyl)-7-oxa-3,20-diazadispiro-[5.1.11.2]-heneicosan-21-one, polymer",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"6'-(((1S,3S)-3-((5-(difluoromethoxy)pyrimidin-2-yl)amino)cyclopentyl)amino)-2H-[1,3'-bipyridin]-2-one succinate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
1-benzyl-4-phenyl-piperidin-4-carboxylic acid ethyl ester,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Silver copper zeolite,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"titanium, chromium, iron, zinc oxide",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"fatty acids, coco hydrogenated",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,subset,high,NA,NA,FALSE
CHEMBLACK 1,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"(1S,3R)-3-(2-chloro-3,3,3-trifluoroprop-1-en-1-yl)-2,2-dimethylcyclopropane-1-carbonyl chloride",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
N-cyclohexylcyclohexanaminium (2R)-2-bromobutanoate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
CC245E (CuSi4Zn4MnP-C),Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"≥ 76.9% 3-[(1RS,3RS)-3-(4′-bromobiphenyl-4-yl)-3-hydroxy-1-phenylpropyl]-4-hydroxycoumarin and ≤ 23.1% 3-[(1RS,3SR)-3-(4′-bromobiphenyl-4-yl)-3-hydroxy-1-phenylpropyl]-4-hydroxycoumarin",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Oligomerisation products of 6H-dibenz[c,e][1,2]oxaphosphorin 6-oxide and ethane-1,2-diol and itaconic acid",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"acrylic acid, acrylic acid, 2-ethylhexyl ester, copolymer",CAS without structure,TRUE,TRUE,Organic Polymers,superclass,subset,medium,Acrylic acid esters,0.8104049195820426,FALSE
"3,3'-(oxydimethanediyl)bis(3-ethyloxetane)",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Calcium 2,2,bis[(5-tetrapropylene-2-hydroxy)phenyl]ethanoate",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
poly((R)-3-hydroxybutyrate-co-(R)-3-hydroxyhexanoate) ('PHBH'),CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"methyl 8-(2,4-dichlorophenyl)-9-{[(trifluoromethyl)sulfonyl]oxy}-6,7-dihydro-5H-benzocycloheptene-3-carboxylate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"2-(4-(5,6(or 6,7)-dichloro-1,3-benzothiazol-2-ylazo)-N-methyl-m-toluidino)ethyl acetate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Isoalkanes, C17 -C22 linear and branched",Unclassified,TRUE,TRUE,Branched alkanes,subclass,subset,medium,NA,NA,FALSE
NT-13,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
C.I. REACTIVE BLUE 215,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Poly-(methyl methacrylate)-co-(butylmethacrylate)-co-(4-acryloxybutyl-isopropenyl-α,α-dimethylbenzyl carbamate)-co-(maleicanhydride)",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Organosulphide,Unclassified,TRUE,TRUE,Thioethers,class,exact,high,NA,NA,FALSE
Boron arsenide (B6As),CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"3-sec-[C15-18-(branched and linear)-alk-2-enyl]pyrrolidine-2,5-dione",Unclassified,TRUE,TRUE,Maleimides,direct_parent,subset,medium,NA,NA,FALSE
BIS((C10-13)ALKYLPHENYL)IODONIUM HEXAFLUOROANTIMONATE,CAS without structure,TRUE,TRUE,Organoiodides,class,subset,medium,NA,NA,FALSE
"tert-butyl [(5S,6R)-6-methyl-2-oxo-5-phenylpiperidin-3-yl]carbamate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Matte, copper",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
(S)-N-[(Diethylamino)methyl]-α-ethyl-2-oxo-1-pyrrolidineacetamide L-(+)-tartrate,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
REVERSACOL PLUM RED,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"1,2,4-Benzenetricarboxylic acid, tri-C9-11-alkyl esters",CAS without structure,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
PK-N 302,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"phenol, (tetrapropenyl) derivatives",CAS without structure,TRUE,TRUE,Phenols,class,subset,medium,NA,NA,FALSE
"Fatty acids, C14-22",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,subset,high,NA,NA,FALSE
"Lead, C5-23-branched carboxylate naphthenate complexes",CAS without structure,TRUE,TRUE,Organic metal salts,class,subset,medium,NA,NA,FALSE
"Dipotassium bis[μ-[tartrato(4-)-O1,O2:O3,O4]]diantimonate(2-) , stereoisomer",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
