substance_name,substance_uri,predicate,equivalent_node,chemont_uri,relationship_type,equivalent_level,confidence,entity_type
"Fatty acids, coco, isotridecyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/661fc7e20def6944d42bdcd28abd0f72,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
"Polybromobiphenyls, Polybrominatedbiphenyls (PBB)",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ac0d4a5a901649df2e3d553e70158a18,skos:exactMatch,Polybrominated biphenyls,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003954,exact,subclass,high,Substance group
"Benzene, mono- and di- C20-24 (even numbered) (linear and branched) alkyl derivs.",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/4d5ec65c7ffbd5b6f28be23cf5f91cb2,skos:broadMatch,Benzene and substituted derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002279,subset,class,high,Unclassified
"Alcohols, C12-13",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/64db455899f6a3759a8d30f9e754d67b,skos:broadMatch,Long-chain fatty alcohols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002951,subset,direct_parent,high,CAS without structure
"Quaternary ammonium compounds, C12-14-alkyl[(ethylphenyl)methyl]dimethyl, chlorides",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/83faca721c0b944f4c29f0c3515631c1,skos:broadMatch,Alkyldimethylbenzylammonium chlorides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003977,subset,subclass,high,CAS without structure
"Alcohols, C16-18 and C18-unsatd.",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/279b191222be572066e9105b739c415b,skos:broadMatch,Fatty alcohols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001334,subset,subclass,high,CAS without structure
Heptabromodiphenyl ether (Group),https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/92e23b0a26ea8561485065690d65a4a5,skos:broadMatch,Bromodiphenyl ethers,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001845,subset,subclass,high,Substance group
Arsenic compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/7a0318d36a60fc301235a64a7e876c23,skos:narrowMatch,Inorganic arsenic compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004057,broader,class,high,Substance group
"Alcohols, C16-17-monobranched",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f99237609919ff68b5a5dc4b245da750,skos:broadMatch,Fatty alcohols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001334,subset,subclass,high,Unclassified
"Glycerides, C16-18",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/2fb91f1ddf0667e41e1dbd0f64c56acb,skos:broadMatch,Glycerolipids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000175,subset,class,high,CAS without structure
"Fatty acids, tall-oil, esters with ethylene glycol",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/43ac6080aac3c4b2621479324d34b3f2,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
"Sulfonic acids, C14-17-sec-alkane, sodium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/72f9dd1babe90d686f208eb83528c75f,skos:broadMatch,Alkanesulfonic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003136,subset,subclass,high,CAS without structure
"N,N'-diaryl-p-phenylenediamine",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/5b40610ed362a72ffcceef7f4d18329e,skos:broadMatch,P-phenylenediamines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004747,subset,subclass,high,CAS without structure
polydimethylsiloxane (MW > 6 800 Da),https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ea54d6d372b04be9f5b4eb16264cfad2,skos:broadMatch,Siloxanes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004446,subset,direct_parent,high,CAS without structure
"1,2-Benzenedicarboxylic acid, di-C11-14-branched alkyl esters, C13-rich",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/29a07af09996c99ad3e2dc61c9472192,skos:broadMatch,Phthalate esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004009,subset,direct_parent,high,CAS without structure
"Benzenesulfonic acid, mono-C10-16-alkyl derivs., sodium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/7517f492daec7771caeca0455bd820c0,skos:broadMatch,Benzenesulfonic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000032,subset,subclass,high,CAS without structure
"Amines, C12-16 (even numbered)-alkyldimethyl, N-oxides",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ba0f9c6b706730bff7ea79bb3a9c49d7,skos:broadMatch,Long-chain alkyl amine oxides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004183,subset,direct_parent,high,Unclassified
"Amines, di-C12-18-alkyl",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/240de067164867816e2351907f91f8c8,skos:broadMatch,Dialkylamines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002228,subset,direct_parent,high,CAS without structure
Polycyclic aromatic hydrocarbons (PAH),https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/03338311d8c469c47e3d99739dcc4129,skos:broadMatch,Polycyclic hydrocarbons,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004149,subset,class,high,Substance group
"Amines, tri-C8-10-alkyl",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ece49093fd4c71ca7de3b610a2ab755e,skos:broadMatch,Trialkylamines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002239,subset,direct_parent,high,CAS without structure
"Epoxides, C>8-alkyl",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/49c82dc3d2cbe9c65eb9dab7ecaef98e,skos:broadMatch,Epoxides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000159,subset,class,high,CAS without structure
"Fatty alcohols, C12-22 (even numbered), manuf. of, by-products from",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/d97533d8fd87ff6cbdf6c46f3cabb280,skos:broadMatch,Fatty alcohols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001334,subset,subclass,high,Unclassified
"Fatty acids, C10-20-neo-",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/13c9854735cba24dda30a6e967087a6f,skos:broadMatch,Fatty acids and conjugates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000262,subset,subclass,high,CAS without structure
"Carboxylic acids, C7-13, perfluoro, ammonium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/7128dd0dca125f39c0d88ffb9dcfbe15,skos:broadMatch,Perfluoroalkyl carboxylic acid and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003962,subset,subclass,high,CAS without structure
"Glycerides, C8-18",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/942b23d833a10a9626aa06b12fb1e1d1,skos:broadMatch,Glycerolipids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000175,subset,class,high,CAS without structure
"Fatty acids, tall-oil, C12-15-branched alkyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/c34856646a27aab8aec26d0015220b00,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
"Fatty acids, C16-18, iso-Pr esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e77e7959ea913324dea1a4105b5b35b6,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
"Fatty acids, C16-18 and C18-unsatd., branched and linear, butyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/c08f19dcdff4b9e7a7b5f9ede29e7dba,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,Unclassified
"Sophorolipids: fermentation products of glucose and fatty acids, C18 (unsaturated), glycerol esters with yeast Candida Bombicola",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/230a76f9d302caff3d2ef6d726387327,skos:broadMatch,Sophorolipids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002201,subset,subclass,high,Unclassified
"oxirane, mono[(C12-14-alkyloxy)methyl] derivs.",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/2c95bbd88c124115fd7473a81350eb7f,skos:broadMatch,Epoxides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000159,subset,class,high,CAS without structure
"Fatty acids, C16-18, esters with ethylene glycol",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/438498008846971634231ebf6494569c,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
"1,2-Benzenedicarboxylic acid, di-C8-10-alkyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/499c100d8a19c23502d06edd033e68c3,skos:broadMatch,Phthalate esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004009,subset,direct_parent,high,CAS without structure
"Amides, C16-18 (even numbered), N-[(dimethylamino)propyl]",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/c0539dca930ed0d1e947146fe364beeb,skos:broadMatch,Fatty amides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000331,subset,subclass,high,Unclassified
"triethyltin compounds, with the exception of those specified elsewhere in this Annex",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/c53c1ecb93fcc7a88302ebae4c0f4696,skos:broadMatch,Triorganotin compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004066,subset,direct_parent,high,Unclassified
"Hydrocarbons, C4-7, C5-rich, isoprene-purifn. by-product",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/3d466264c0f01a7712af6d0a328a027e,skos:broadMatch,Hydrocarbons,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002837,subset,superclass,high,CAS without structure
"Fatty acids, C16 and C18-20 (even numbered, unsaturated), 2-ethylhexyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ad13787e8c8f46b81b5e73fb3fcb803e,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,Unclassified
"Glycerides, C14-18",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/85c4723ef74c421777bac161f0d7ef6a,skos:broadMatch,Glycerolipids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000175,subset,class,high,CAS without structure
C12-14-(even numbered)-alkylamines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/09efc56f8649a7262f1a0633fb2fdc67,skos:broadMatch,Primary amines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002450,subset,direct_parent,high,CAS without structure
"2-Propenoic acid, heptadecyl ester, branched",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/bd4a27cdabff9ad3f8376fdd6066013a,skos:broadMatch,Acrylic acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004452,subset,subclass,high,CAS without structure
"Alkanes, C14-17, chloro (MCCP, Medium chained chlorinated paraffins)",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/235403d251fbfe4b94ed3f7b1e17094f,skos:broadMatch,Organochlorides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001516,subset,class,high,CAS without structure
"Polyurea, produced by reacting diphenylmethane diisocyanate with octyl amine and stearyl amine",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/752012ba3891f3938b7ae6c0277f004d,skos:broadMatch,Polyureas,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003300,subset,class,high,CAS without structure
"Glycerides, C12-18 mono-, di- and tri-",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1c9c637a143ed6f06a42012d785b4c4d,skos:broadMatch,Glycerolipids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000175,subset,class,high,CAS without structure
"Quaternary ammonium compounds, tri-C8-10-alkylmethyl, chlorides",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/87d6ba88d2449b801ff810c1dc3d8e24,skos:broadMatch,Quaternary ammonium salts,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000503,subset,subclass,high,CAS without structure
Substituted anthraquinone compound,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/bf926b7051f440a48a80b7ace30c0d98,skos:broadMatch,Anthraquinones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000151,subset,subclass,high,Substance group
"3,5-Heptanedione-1-(4-hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl) and 3,5-Heptanedione-1,7-bis(4-hydroxyphenyl) and 3,5-Heptanedione-1,7-bis(4-hydroxy-3-methoxyphenyl)",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/a7946118296b0c5bd431cea3ac282851,skos:broadMatch,Diarylheptanoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002650,subset,class,high,Unclassified
"Mixture of Limonene, alpha-Terpinen, gamma-Terpinen, p-Cymene, 1,4-Cineol, 1,8-Cineol and Terpinolene",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/c7d05467f8d9e919fb1f675f126616ea,skos:broadMatch,Monoterpenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001549,subset,subclass,high,Mixture
"poly(oxy-1,2-ethanediyl), α-methyl-ω-hydroxy-",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/b90465df5552a5681e260bf379520bae,skos:broadMatch,Polyethylene glycols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003338,subset,direct_parent,high,CAS without structure
"1,2-benzenedicarboxylic acid, di-C9-11-branched and linear alkyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/684117cdfe6bab5b1799bec138c97385,skos:broadMatch,Phthalate esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004009,subset,subclass,high,CAS without structure
"Benzoic acid, C9-11, C10-rich, branched alkyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/687e1625752c9db6d90da3a1bff56b04,skos:broadMatch,Benzoic acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001350,subset,subclass,high,CAS without structure
"fatty acids, coco hydrogenated",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/531b0122b54a117b6f35690e8f23ff7b,skos:broadMatch,Fatty acids and conjugates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000262,subset,subclass,high,CAS without structure
Organosulphide,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0aa926ddfb3bd8cc03e9d36c7c2ef959,skos:exactMatch,Thioethers,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001202,exact,class,high,Unclassified
"Fatty acids, C14-22",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/8a449c10abeb334a8443a86b1a71a34c,skos:broadMatch,Fatty acids and conjugates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000262,subset,subclass,high,CAS without structure
Fatty alcohols / Aliphatic alcohols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ab75696a6bc25bc5b0843929fcc93c6a,skos:exactMatch,Fatty alcohols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001334,exact,subclass,high,Unclassified
"Fatty acids, C8-16(even numbered), 2-ethylhexyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/eb0c8b7d1d01a53c3e899bd6212177f1,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
"fatty acids, soya",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/18b662d68b30271af406da29298d44bc,skos:broadMatch,Fatty acids and conjugates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000262,subset,subclass,high,CAS without structure
"alkoxysilanes with functional groups, e.g. vinyl, methacryl, amino or glycidyl groups",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/761fd03766582ecaabe86bc4257317f3,skos:broadMatch,Alkoxysilanes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003265,subset,subclass,high,Unclassified
"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, chlorosulfonyl derivs., reaction products with 2-[(4-aminophenyl)amino]-5-nitrobenzenesulfonic acid, sodium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/dce4ef57b81394c73b078291c2aa133c,skos:broadMatch,Phthalocyanines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004188,subset,subclass,high,CAS without structure
"fatty acids, coco",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/9f55389b72821e8b7697d77389c1f808,skos:broadMatch,Fatty acids and conjugates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000262,subset,subclass,high,CAS without structure
Lecithins (basic substance),https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/9104d2f7a7691f0a71b66342c21d9fc8,skos:broadMatch,Glycerophosphocholines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002213,subset,subclass,high,CAS without structure
"Phenol, mono-C24-28 (even)-sec-alkyl derivs, ortho- and para-",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ad2073e44e8a28fe9b6049d7ec3d3b36,skos:broadMatch,Phenols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000134,subset,class,high,Unclassified
"Fatty acids, essential, Et esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/9978748a5d3c5556221a9ea61cb84cd9,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
polysaccharides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/06e995159033f0807804d6f770fbf7a4,skos:exactMatch,Polysaccharides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001539,exact,class,high,Unclassified
"Benzenesulphonic acid, dimethyl-, mono C14-16 (even numbered) sec alkyl derivs.",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1d8976db13517a15cf3d34cda3f708a0,skos:broadMatch,Benzenesulfonic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000032,subset,subclass,high,Unclassified
di-alkyl-benzenesulfonic acid,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/4d1a53dc3559094be727ffd172efff00,skos:broadMatch,Benzenesulfonic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000032,subset,subclass,high,Unclassified
Benzyl-C12-14-alkyldimethylammonium chlorides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/077bbf1c3331e2e8a236519cb345f142,skos:broadMatch,Alkyldimethylbenzylammonium halides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003976,subset,subclass,high,Unclassified
"Alkanes, C10-13, chloro (Short Chain Chlorinated Paraffins)",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/9daaeb527922a1980d61efed2552744f,skos:broadMatch,Alkyl chlorides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001026,subset,subclass,high,CAS without structure
"Isononanoic acid, C16-18 (even numbered)-alkyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/5196394bcfb7df5e7639644ccba69f85,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
"Alcohols, C8-14, γ-ω-perfluoro",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ba264702f3c25a3067e2aa281430d640,skos:broadMatch,Fluorotelomer alcohols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003967,subset,subclass,high,CAS without structure
"Benzenesulfonic acid, mono-C20-24 (even)-sec-alkyl derivs., para-, sodium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/eee711135388d101626b793a6d79c41c,skos:broadMatch,Benzenesulfonic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000032,subset,subclass,high,Unclassified
"Fatty acids, C16-18, sodium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/417ccf453c490fec66679012cdd9f3e9,skos:broadMatch,Fatty acids and conjugates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000262,subset,subclass,high,CAS without structure
"Fatty acids, C16-18 (even numbered) and C18 (unsaturated) hexadecyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1436b4e124f4a741878d75c39d638b99,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,Unclassified
"1,3-Propanediol, 2,2-dimethyl-, C5-9 carboxylates",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/a578bfba3934ae1415b4119c97003c9c,skos:broadMatch,Carboxylic acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001238,subset,direct_parent,high,CAS without structure
"Amines, C12-18(even numbered)-alkyldimethyl, N-oxides",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f5c3cdb5ebf2a153dc7c1b483dde3064,skos:broadMatch,Long-chain alkyl amine oxides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004183,subset,direct_parent,high,CAS without structure
"trioctyltin compounds, with the exception of those specified elsewhere in this Annex",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/4dccfdec3339a4862f9d4f62c1bc3d16,skos:broadMatch,Triorganotin compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004066,subset,subclass,high,Unclassified
"Alkanes, C10-13-iso-",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/059f4e0c4e7125376da3756406cbc86f,skos:broadMatch,Branched alkanes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004620,subset,direct_parent,high,CAS without structure
"Amides, C16-18 (even-numbered), N-(hydroxyethyl)",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/383305b6ab72ed9d31e82748ed871365,skos:broadMatch,Fatty amides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000331,subset,subclass,high,Unclassified
"Phosphoric acid, C8-10-alkyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/759605debd0b5f839208c632b668ada6,skos:broadMatch,Alkyl phosphates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003457,subset,direct_parent,high,CAS without structure
"Fatty acids, C16-22, lithium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/7531b1205b70269e12ac117f1126340e,skos:broadMatch,Organic alkali metal salts,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004099,subset,subclass,high,CAS without structure
cresols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/09e015e3abc31f0168544f5b46329b0c,skos:exactMatch,Cresols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001272,exact,subclass,high,Unclassified
"Quaternary ammonium compounds, C18 and C18 (unsaturated) alkyltrimethyl, chlorides",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/a4e89bbf88f4a9dace91cb28cf310b8c,skos:broadMatch,Quaternary ammonium salts,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000503,subset,subclass,high,Unclassified
"Benzenesulfonic acid, C16-24-alkyl derivs.",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/d0eafd0598fedc31718bc6d7b68ead14,skos:broadMatch,Organic sulfonic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004434,subset,superclass,high,CAS without structure
"Sophorolipids: fermentation products of glucose and fatty acids, C18 (unsaturated), glycerol esters with yeast Starmerella Bombicola, hydrolysed",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/bc2ba70b646fc4b8fbde86d8b7798323,skos:broadMatch,Sophorolipids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002201,subset,subclass,high,Unclassified
Phenylmercury compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6716c6c51ee1959dfbd786c3e82f8968,skos:broadMatch,Organomercurial compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000407,subset,subclass,high,Substance group
"Low chlorinated copper, [29H,31Hphthalocyaninato(2-)-N29,N30,N31,N32]-, wherein the number of chlorines is more than or equal to 0 and less than or equal to 7",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0ff96509a648294ae38e84ac55fcb783,skos:broadMatch,Phthalocyanines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004188,subset,subclass,high,Unclassified
"Hydrocarbons, C2-4, C3-rich",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/9f8dc80b083cedfa7da572e3782ff403,skos:broadMatch,Hydrocarbons,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002837,subset,superclass,high,CAS without structure
"Hydrocarbons, C4-11, naphtha-cracking, arom.-free",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/3bf93e26f8ed59d181f0c32a5c03db00,skos:broadMatch,Hydrocarbons,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002837,subset,superclass,high,Mixture
"Quaternary ammonium compounds, C14-18 (even numbered) and C18 unsaturated-alkyl-hydroxyethyl-dimethyl, chlorides",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ff8e53ad24da394f70509413a1b93beb,skos:broadMatch,Quaternary ammonium salts,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000503,subset,subclass,high,Unclassified
"Quaternary ammonium compounds, trimethylsoya alkyl, chlorides",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/c425e37429db53e9e941ba40c0b0200a,skos:broadMatch,Quaternary ammonium salts,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000503,subset,subclass,high,CAS without structure
"tripropyltin compounds, with the exception of those specified elsewhere in this Annex",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/04b754c7908d0eb789aedaa1395fbe22,skos:broadMatch,Triorganotin compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004066,subset,subclass,high,Unclassified
"mono-, di- and tri(sec-hexadecyl)naphthalene",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/c65b1a2e836d6c46899be1ad6ac1252f,skos:broadMatch,Naphthalenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000023,subset,class,high,Unclassified
"Glycerides, C14-18 mono- and di-",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/d100595f03937c012f73a604bf7e3319,skos:broadMatch,Glycerolipids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000175,subset,class,high,CAS without structure
"Alkanes, C16-20-iso-",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/a41030ee971c328326502680403eaa5c,skos:broadMatch,Branched alkanes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004620,subset,direct_parent,high,CAS without structure
"N-(C16-18, C18 unsatd alkyl)-N-methyl(C16-18, C18 unsatd alkyl)-1-amine",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ad62f84ee0ce1d440350a806568e07ae,skos:broadMatch,Tertiary amines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002452,subset,subclass,high,CAS without structure
